artist,end_date,rank,start_date,streams,title
Luis Fonsi,2017-08-04,3,2017-07-28,7996815,Despacito - Remix
DJ Khaled,2017-08-04,4,2017-07-28,7992073,Wild Thoughts
21 Savage,2017-08-04,5,2017-07-28,7333425,Bank Account
Kendrick Lamar,2017-08-04,6,2017-07-28,6695422,HUMBLE.
DJ Khaled,2017-08-04,7,2017-07-28,6635380,I'm the One
Post Malone,2017-08-04,8,2017-07-28,6091780,Congratulations
J Balvin,2017-08-04,9,2017-07-28,5751461,Mi Gente
Travis Scott,2017-08-04,10,2017-07-28,5513496,Butterfly Effect
Demi Lovato,2017-08-04,11,2017-07-28,5219297,Sorry Not Sorry
Calvin Harris,2017-08-04,12,2017-07-28,5191212,Feels
Khalid,2017-08-04,13,2017-07-28,5082053,Location
Childish Gambino,2017-08-04,14,2017-07-28,5035810,Redbone
Liam Payne,2017-08-04,15,2017-07-28,4987484,Strip That Down
Imagine Dragons,2017-08-04,16,2017-07-28,4649304,Believer
Sam Hunt,2017-08-04,17,2017-07-28,4638392,Body Like A Back Road
Charlie Puth,2017-08-04,18,2017-07-28,4605156,Attention
Selena Gomez,2017-08-04,19,2017-07-28,4503671,Fetish (feat. Gucci Mane)
Logic,2017-08-04,20,2017-07-28,4393616,1-800-273-8255
Kendrick Lamar,2017-08-04,21,2017-07-28,4276410,DNA.
David Guetta,2017-08-04,22,2017-07-28,4209594,2U (feat. Justin Bieber)
Migos,2017-08-04,23,2017-07-28,4177850,Slippery (feat. Gucci Mane)
Travis Scott,2017-08-04,24,2017-07-28,4072440,goosebumps
Khalid,2017-08-04,25,2017-07-28,4014703,Young Dumb & Broke
Playboi Carti,2017-08-04,26,2017-07-28,4005293,Magnolia
Drake,2017-08-04,27,2017-07-28,3969996,Signs
Niall Horan,2017-08-04,28,2017-07-28,3962907,Slow Hands
Calvin Harris,2017-08-04,29,2017-07-28,3902016,Slide
Future,2017-08-04,30,2017-07-28,3889967,Mask Off
SZA,2017-08-04,31,2017-07-28,3884427,Love Galore
Imagine Dragons,2017-08-04,32,2017-07-28,3818439,Thunder
Louis Tomlinson,2017-08-04,33,2017-07-28,3618354,Back to You (feat. Bebe Rexha & Digital Farm Animals)
Bruno Mars,2017-08-04,34,2017-07-28,3616275,That's What I Like
Portugal. The Man,2017-08-04,35,2017-07-28,3615403,Feel It Still
Kesha,2017-08-04,36,2017-07-28,3561192,Praying
Shawn Mendes,2017-08-04,37,2017-07-28,3537143,There's Nothing Holdin' Me Back
Lauv,2017-08-04,38,2017-07-28,3437210,I Like Me Better
Kendrick Lamar,2017-08-04,39,2017-07-28,3410807,LOVE. FEAT. ZACARI.
Ed Sheeran,2017-08-04,40,2017-07-28,3400740,Shape of You
2 Chainz,2017-08-04,41,2017-07-28,3318828,It's A Vibe
A Boogie Wit da Hoodie,2017-08-04,42,2017-07-28,3317375,Drowning (feat. Kodak Black)
Selena Gomez,2017-08-04,43,2017-07-28,3313175,Bad Liar
Halsey,2017-08-04,44,2017-07-28,3309204,Now Or Never
Calvin Harris,2017-08-04,45,2017-07-28,3208564,Rollin
Dua Lipa,2017-08-04,46,2017-07-28,3200911,New Rules
Kendrick Lamar,2017-08-04,47,2017-07-28,3163099,LOYALTY. FEAT. RIHANNA.
Macklemore,2017-08-04,48,2017-07-28,3095461,Glorious (feat. Skylar Grey)
Zedd,2017-08-04,49,2017-07-28,3085128,Stay (with Alessia Cara)
Cardi B,2017-08-04,50,2017-07-28,2942624,Bodak Yellow
Drake,2017-08-04,51,2017-07-28,2940079,Passionfruit
2 Chainz,2017-08-04,52,2017-07-28,2866786,4:00 AM
KYLE,2017-08-04,53,2017-07-28,2844516,iSpy (feat. Lil Yachty)
Yo Gotti,2017-08-04,54,2017-07-28,2699590,Rake It Up
Metro Boomin,2017-08-04,55,2017-07-28,2478784,No Complaints
Hailee Steinfeld,2017-08-04,56,2017-07-28,2362497,Most Girls
The Chainsmokers,2017-08-04,57,2017-07-28,2330671,Something Just Like This
Axwell /\ Ingrosso,2017-08-04,58,2017-07-28,2325942,More Than You Know
Camila Cabello,2017-08-04,59,2017-07-28,2298722,Crying in the Club
Major Lazer,2017-08-04,60,2017-07-28,2262336,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)"
Martin Garrix,2017-08-04,61,2017-07-28,2255353,There for You
Julia Michaels,2017-08-04,62,2017-07-28,2233818,Issues
Luis Fonsi,2017-08-04,63,2017-07-28,2217700,Despacito (Featuring Daddy Yankee)
Big Sean,2017-08-04,64,2017-07-28,2204773,Bounce Back
blackbear,2017-08-04,65,2017-07-28,2169210,do re mi
Jonas Blue,2017-08-04,66,2017-07-28,2128899,Mama
Migos,2017-08-04,67,2017-07-28,2118302,Bad and Boujee (feat. Lil Uzi Vert)
James Arthur,2017-08-04,68,2017-07-28,2117095,Say You Won't Let Go
Thomas Rhett,2017-08-04,69,2017-07-28,2114591,Craving You
The Chainsmokers,2017-08-04,70,2017-07-28,2108118,Closer
Kodak Black,2017-08-04,71,2017-07-28,2087030,Tunnel Vision
Thomas Rhett,2017-08-04,72,2017-07-28,2085288,Unforgettable
Drake,2017-08-04,73,2017-07-28,2015706,Portland
Fifth Harmony,2017-08-04,74,2017-07-28,2007521,Down
21 Savage,2017-08-04,75,2017-07-28,1989739,Numb
OneRepublic,2017-08-04,76,2017-07-28,1978096,Rich Love (with Seeb)
Rae Sremmurd,2017-08-04,77,2017-07-28,1977361,Swang
Kygo,2017-08-04,78,2017-07-28,1962262,It Ain't Me (with Selena Gomez)
Migos,2017-08-04,79,2017-07-28,1929253,T-Shirt
Maggie Lindemann,2017-08-04,80,2017-07-28,1927358,Pretty Girl - Cheat Codes X CADE Remix
"Tyler, The Creator",2017-08-04,81,2017-07-28,1915035,Who Dat Boy
Aminé,2017-08-04,82,2017-07-28,1897416,Caroline
Jason Derulo,2017-08-04,83,2017-07-28,1886358,Swalla (feat. Nicki Minaj & Ty Dolla $ign)
Kendrick Lamar,2017-08-04,84,2017-07-28,1870427,ELEMENT.
Rita Ora,2017-08-04,85,2017-07-28,1851235,Your Song
XXXTENTACION,2017-08-04,86,2017-07-28,1848110,Look At Me!
Tee Grizzley,2017-08-04,87,2017-07-28,1835725,First Day Out
Cheat Codes,2017-08-04,88,2017-07-28,1830523,No Promises (feat. Demi Lovato)
Playboi Carti,2017-08-04,89,2017-07-28,1791829,wokeuplikethis*
Drake,2017-08-04,90,2017-07-28,1786355,Fake Love
"Tyler, The Creator",2017-08-04,91,2017-07-28,1784645,911 / Mr. Lonely
Maluma,2017-08-04,92,2017-07-28,1774320,Felices los 4
The Weeknd,2017-08-04,93,2017-07-28,1762046,Starboy
Kane Brown,2017-08-04,94,2017-07-28,1756634,What Ifs
DRAM,2017-08-04,95,2017-07-28,1748634,Broccoli (feat. Lil Yachty)
Future,2017-08-04,96,2017-07-28,1735154,You Da Baddest
Miley Cyrus,2017-08-04,97,2017-07-28,1729496,Malibu
Skrillex,2017-08-04,98,2017-07-28,1720258,Would You Ever
Post Malone,2017-08-04,99,2017-07-28,1693355,White Iverson
Post Malone,2017-08-04,100,2017-07-28,1656352,Go Flex
Ayo & Teo,2017-08-04,101,2017-07-28,1653927,Rolex
Chance The Rapper,2017-08-04,102,2017-07-28,1636787,No Problem (feat. Lil Wayne & 2 Chainz)
Dustin Lynch,2017-08-04,103,2017-07-28,1636460,Small Town Boy
"Tyler, The Creator",2017-08-04,104,2017-07-28,1629118,See You Again
Russ,2017-08-04,105,2017-07-28,1620109,Losin Control
Travis Scott,2017-08-04,106,2017-07-28,1610721,beibs in the trap
Kesha,2017-08-04,107,2017-07-28,1608924,Learn To Let Go
Young Thug,2017-08-04,108,2017-07-28,1601207,Relationship (feat. Future)
Gucci Mane,2017-08-04,109,2017-07-28,1599747,Met Gala (feat. Offset)
Young Thug,2017-08-04,110,2017-07-28,1598632,pick up the phone
Drake,2017-08-04,111,2017-07-28,1595617,One Dance
Luke Combs,2017-08-04,112,2017-07-28,1587603,Hurricane
Zedd,2017-08-04,113,2017-07-28,1570090,Get Low (with Liam Payne)
YFN Lucci,2017-08-04,114,2017-07-28,1564486,Everyday We Lit (feat. PnB Rock)
ZAYN,2017-08-04,115,2017-07-28,1555170,"I Don?�t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Drake,2017-08-04,116,2017-07-28,1545599,Gyalchester
LANY,2017-08-04,117,2017-07-28,1537532,Super Far
Lil Uzi Vert,2017-08-04,118,2017-07-28,1536365,Money Longer
21 Savage,2017-08-04,119,2017-07-28,1527419,X (feat. Future)
Cash Cash,2017-08-04,120,2017-07-28,1527023,All My Love (feat. Conor Maynard)
6LACK,2017-08-04,121,2017-07-28,1509940,PRBLMS
J. Cole,2017-08-04,122,2017-07-28,1489531,No Role Modelz
Wisin,2017-08-04,123,2017-07-28,1487011,Escápate Conmigo
Post Malone,2017-08-04,124,2017-07-28,1471537,Candy Paint
Linkin Park,2017-08-04,125,2017-07-28,1470298,Heavy (feat. Kiiara)
Charli XCX,2017-08-04,126,2017-07-28,1464582,Boys
J. Cole,2017-08-04,127,2017-07-28,1427680,Neighbors
Russ,2017-08-04,128,2017-07-28,1405467,What They Want
Brett Young,2017-08-04,129,2017-07-28,1403168,In Case You Didn't Know
Lil Uzi Vert,2017-08-04,130,2017-07-28,1395795,You Was Right
Linkin Park,2017-08-04,131,2017-07-28,1376068,In The End
Jon Pardi,2017-08-04,132,2017-07-28,1374657,Heartache On The Dance Floor
Moon Taxi,2017-08-04,133,2017-07-28,1367340,Two High
Sabrina Carpenter,2017-08-04,134,2017-07-28,1367058,Why
The Weeknd,2017-08-04,135,2017-07-28,1363476,I Feel It Coming
The Weeknd,2017-08-04,136,2017-07-28,1354106,Reminder
Ed Sheeran,2017-08-04,137,2017-07-28,1353417,Castle on the Hill
Bruno Mars,2017-08-04,138,2017-07-28,1343519,24K Magic
Harry Styles,2017-08-04,139,2017-07-28,1342951,Sign of the Times
NAV,2017-08-04,140,2017-07-28,1342809,Myself
The Chainsmokers,2017-08-04,141,2017-07-28,1338835,Paris
SZA,2017-08-04,142,2017-07-28,1321531,The Weekend
A$AP Mob,2017-08-04,143,2017-07-28,1318992,RAF
Khalid,2017-08-04,144,2017-07-28,1314907,Saved
Linkin Park,2017-08-04,145,2017-07-28,1308616,Numb
Hailee Steinfeld,2017-08-04,146,2017-07-28,1304300,Starving
Future,2017-08-04,147,2017-07-28,1286043,Low Life
Lord Huron,2017-08-04,148,2017-07-28,1281803,The Night We Met
Smokepurpp,2017-08-04,149,2017-07-28,1281055,Audi.
The Chainsmokers,2017-08-04,150,2017-07-28,1277893,Don't Let Me Down
PnB Rock,2017-08-04,151,2017-07-28,1275375,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)"
6LACK,2017-08-04,152,2017-07-28,1274181,Ex Calling
Lana Del Rey,2017-08-04,153,2017-07-28,1271587,Summer Bummer (feat. A$AP Rocky & Playboi Carti)
Rae Sremmurd,2017-08-04,154,2017-07-28,1271225,Black Beatles
Billy Currington,2017-08-04,155,2017-07-28,1253096,Do I Make You Wanna
Clean Bandit,2017-08-04,156,2017-07-28,1245177,Symphony (feat. Zara Larsson)
Khalid,2017-08-04,157,2017-07-28,1239662,8TEEN
Gucci Mane,2017-08-04,158,2017-07-28,1239556,Tone it Down (feat. Chris Brown)
NAV,2017-08-04,159,2017-07-28,1237516,A$AP Ferg
Macklemore,2017-08-04,160,2017-07-28,1235242,Marmalade (feat. Lil Yachty)
NAV,2017-08-04,161,2017-07-28,1228830,Some Way
Bryson Tiller,2017-08-04,162,2017-07-28,1206196,Don't
Tee Grizzley,2017-08-04,163,2017-07-28,1206062,From The D To The A (feat. Lil Yachty)
Bryson Tiller,2017-08-04,164,2017-07-28,1202952,Run Me Dry
Eminem,2017-08-04,165,2017-07-28,1193044,'Till I Collapse
21 Savage,2017-08-04,166,2017-07-28,1191571,No Heart
GoldLink,2017-08-04,167,2017-07-28,1191268,Crew
Aminé,2017-08-04,168,2017-07-28,1184202,Spice Girl
Josh Turner,2017-08-04,169,2017-07-28,1182101,Hometown Girl
Big Sean,2017-08-04,170,2017-07-28,1178911,Moves
Bryson Tiller,2017-08-04,171,2017-07-28,1176750,Exchange
AJR,2017-08-04,172,2017-07-28,1171707,Weak
Rihanna,2017-08-04,173,2017-07-28,1169293,Love On The Brain
Meek Mill,2017-08-04,174,2017-07-28,1166892,1942 Flows
NexXthursday,2017-08-04,175,2017-07-28,1166380,Sway (feat. Quavo & Lil Yachty)
"Tyler, The Creator",2017-08-04,176,2017-07-28,1159951,Boredom
PnB Rock,2017-08-04,177,2017-07-28,1159506,Selfish
Old Dominion,2017-08-04,178,2017-07-28,1158517,No Such Thing as a Broken Heart
NAV,2017-08-04,179,2017-07-28,1157702,Up
Meek Mill,2017-08-04,180,2017-07-28,1148397,Whatever You Need (feat. Chris Brown & Ty Dolla $ign)
Logic,2017-08-04,181,2017-07-28,1145442,Everybody
Alessia Cara,2017-08-04,182,2017-07-28,1143810,"How Far I'll Go - From ""Moana"""
Rob $tone,2017-08-04,183,2017-07-28,1142561,Chill Bill
Florida Georgia Line,2017-08-04,184,2017-07-28,1137785,H.O.L.Y.
blackbear,2017-08-04,185,2017-07-28,1136158,do re mi (feat. Gucci Mane)
Future,2017-08-04,186,2017-07-28,1136045,Selfish
Danny Ocean,2017-08-04,187,2017-07-28,1124447,Me Rehúso
Ed Sheeran,2017-08-04,188,2017-07-28,1120363,Galway Girl
Trey Songz,2017-08-04,189,2017-07-28,1118568,Nobody Else But You
Justin Timberlake,2017-08-04,190,2017-07-28,1111925,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"
Migos,2017-08-04,191,2017-07-28,1102732,Get Right Witcha
Thomas Rhett,2017-08-04,192,2017-07-28,1098278,Die A Happy Man
Twenty One Pilots,2017-08-04,193,2017-07-28,1097678,Heathens
MadeinTYO,2017-08-04,194,2017-07-28,1093406,Skateboard P (feat. Big Sean)
Cole Swindell,2017-08-04,195,2017-07-28,1092118,Flatliner (feat. Dierks Bentley)
Chris Jeday,2017-08-04,196,2017-07-28,1091568,Ahora Dice
Auli'i Cravalho,2017-08-04,197,2017-07-28,1091280,How Far I'll Go
Eminem,2017-08-04,198,2017-07-28,1089598,Lose Yourself - Soundtrack Version
Nebu Kiniza,2017-08-04,199,2017-07-28,1085089,Gassed Up
Ed Sheeran,2017-08-04,200,2017-07-28,1083571,Perfect
21 Savage,2017-08-11,1,2017-08-04,8198664,Bank Account
Lil Uzi Vert,2017-08-11,2,2017-08-04,8038105,XO TOUR Llif3
French Montana,2017-08-11,3,2017-08-04,8003557,Unforgettable
DJ Khaled,2017-08-11,4,2017-08-04,7581620,Wild Thoughts
Luis Fonsi,2017-08-11,5,2017-08-04,7268760,Despacito - Remix
Kendrick Lamar,2017-08-11,6,2017-08-04,6419961,HUMBLE.
DJ Khaled,2017-08-11,7,2017-08-04,6161943,I'm the One
J Balvin,2017-08-11,8,2017-08-04,5804966,Mi Gente
Travis Scott,2017-08-11,9,2017-08-04,5447263,Butterfly Effect
Post Malone,2017-08-11,10,2017-08-04,5433794,Congratulations
Demi Lovato,2017-08-11,11,2017-08-04,5272179,Sorry Not Sorry
Calvin Harris,2017-08-11,12,2017-08-04,5176805,Feels
Liam Payne,2017-08-11,13,2017-08-04,5107606,Strip That Down
Khalid,2017-08-11,14,2017-08-04,4963483,Location
Childish Gambino,2017-08-11,15,2017-08-04,4845568,Redbone
Charlie Puth,2017-08-11,16,2017-08-04,4618464,Attention
Khalid,2017-08-11,17,2017-08-04,4560608,Young Dumb & Broke
Imagine Dragons,2017-08-11,18,2017-08-04,4481414,Believer
Sam Hunt,2017-08-11,19,2017-08-04,4393673,Body Like A Back Road
Logic,2017-08-11,20,2017-08-04,4143981,1-800-273-8255
Cardi B,2017-08-11,21,2017-08-04,4111866,Bodak Yellow
Kendrick Lamar,2017-08-11,22,2017-08-04,4104185,DNA.
Migos,2017-08-11,23,2017-08-04,4071640,Slippery (feat. Gucci Mane)
Travis Scott,2017-08-11,24,2017-08-04,4032396,goosebumps
David Guetta,2017-08-11,25,2017-08-04,3999315,2U (feat. Justin Bieber)
Playboi Carti,2017-08-11,26,2017-08-04,3989060,Magnolia
SZA,2017-08-11,27,2017-08-04,3952890,Love Galore
Selena Gomez,2017-08-11,28,2017-08-04,3951148,Fetish (feat. Gucci Mane)
Portugal. The Man,2017-08-11,29,2017-08-04,3817051,Feel It Still
Macklemore,2017-08-11,30,2017-08-04,3782401,Glorious (feat. Skylar Grey)
Niall Horan,2017-08-11,31,2017-08-04,3780314,Slow Hands
Louis Tomlinson,2017-08-11,32,2017-08-04,3775237,Back to You (feat. Bebe Rexha & Digital Farm Animals)
Imagine Dragons,2017-08-11,33,2017-08-04,3752404,Thunder
Kesha,2017-08-11,34,2017-08-04,3655176,Praying
Future,2017-08-11,35,2017-08-04,3654906,Mask Off
Calvin Harris,2017-08-11,36,2017-08-04,3630803,Slide
Rae Sremmurd,2017-08-11,37,2017-08-04,3539650,Perplexing Pegasus
Dua Lipa,2017-08-11,38,2017-08-04,3510637,New Rules
Bruno Mars,2017-08-11,39,2017-08-04,3452805,That's What I Like
Shawn Mendes,2017-08-11,40,2017-08-04,3411682,There's Nothing Holdin' Me Back
Lauv,2017-08-11,41,2017-08-04,3391274,I Like Me Better
Drake,2017-08-11,42,2017-08-04,3292122,Signs
Kendrick Lamar,2017-08-11,43,2017-08-04,3287123,LOVE. FEAT. ZACARI.
Kendrick Lamar,2017-08-11,44,2017-08-04,3285180,LOYALTY. FEAT. RIHANNA.
2 Chainz,2017-08-11,45,2017-08-04,3259486,It's A Vibe
Ed Sheeran,2017-08-11,46,2017-08-04,3249491,Shape of You
A Boogie Wit da Hoodie,2017-08-11,47,2017-08-04,3212702,Drowning (feat. Kodak Black)
Halsey,2017-08-11,48,2017-08-04,3099838,Now Or Never
Calvin Harris,2017-08-11,49,2017-08-04,3004827,Rollin
Selena Gomez,2017-08-11,50,2017-08-04,2999782,Bad Liar
Yo Gotti,2017-08-11,51,2017-08-04,2792990,Rake It Up
Zedd,2017-08-11,52,2017-08-04,2760489,Stay (with Alessia Cara)
2 Chainz,2017-08-11,53,2017-08-04,2727864,4:00 AM
Drake,2017-08-11,54,2017-08-04,2608021,Passionfruit
KYLE,2017-08-11,55,2017-08-04,2553373,iSpy (feat. Lil Yachty)
Metro Boomin,2017-08-11,56,2017-08-04,2451854,No Complaints
Hailee Steinfeld,2017-08-11,57,2017-08-04,2293636,Most Girls
Axwell /\ Ingrosso,2017-08-11,58,2017-08-04,2282316,More Than You Know
The Chainsmokers,2017-08-11,59,2017-08-04,2260470,Something Just Like This
OneRepublic,2017-08-11,60,2017-08-04,2176894,Rich Love (with Seeb)
Major Lazer,2017-08-11,61,2017-08-04,2160471,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)"
Big Sean,2017-08-11,62,2017-08-04,2155361,Bounce Back
Martin Garrix,2017-08-11,63,2017-08-04,2109460,There for You
6LACK,2017-08-11,64,2017-08-04,2099852,Ex Calling
Migos,2017-08-11,65,2017-08-04,2098522,Bad and Boujee (feat. Lil Uzi Vert)
James Arthur,2017-08-11,66,2017-08-04,2087974,Say You Won't Let Go
Luis Fonsi,2017-08-11,67,2017-08-04,2068094,Despacito (Featuring Daddy Yankee)
The Chainsmokers,2017-08-11,68,2017-08-04,2058354,Closer
Camila Cabello,2017-08-11,69,2017-08-04,2054649,Crying in the Club
Kodak Black,2017-08-11,70,2017-08-04,2030916,Tunnel Vision
blackbear,2017-08-11,71,2017-08-04,2030677,do re mi
Skrillex,2017-08-11,72,2017-08-04,2010971,Would You Ever
Julia Michaels,2017-08-11,73,2017-08-04,1990716,Issues
Jonas Blue,2017-08-11,74,2017-08-04,1961793,Mama
The Weeknd,2017-08-11,75,2017-08-04,1949543,Reminder - Remix
Drake,2017-08-11,76,2017-08-04,1947033,Portland
Rae Sremmurd,2017-08-11,77,2017-08-04,1942362,Swang
Fifth Harmony,2017-08-11,78,2017-08-04,1919373,Down
Playboi Carti,2017-08-11,79,2017-08-04,1886251,wokeuplikethis*
21 Savage,2017-08-11,80,2017-08-04,1886195,Numb
Migos,2017-08-11,81,2017-08-04,1881115,T-Shirt
Gucci Mane,2017-08-11,82,2017-08-04,1875744,Met Gala (feat. Offset)
Kygo,2017-08-11,83,2017-08-04,1867208,It Ain't Me (with Selena Gomez)
Aminé,2017-08-11,84,2017-08-04,1845306,Caroline
Cheat Codes,2017-08-11,85,2017-08-04,1831363,No Promises (feat. Demi Lovato)
DRAM,2017-08-11,86,2017-08-04,1821104,Broccoli (feat. Lil Yachty)
Jason Derulo,2017-08-11,87,2017-08-04,1814749,Swalla (feat. Nicki Minaj & Ty Dolla $ign)
Kendrick Lamar,2017-08-11,88,2017-08-04,1795083,ELEMENT.
Rita Ora,2017-08-11,89,2017-08-04,1778155,Your Song
Kane Brown,2017-08-11,90,2017-08-04,1776198,What Ifs
Drake,2017-08-11,91,2017-08-04,1769924,Fake Love
Camila Cabello,2017-08-11,92,2017-08-04,1756824,OMG
XXXTENTACION,2017-08-11,93,2017-08-04,1754758,Look At Me!
blackbear,2017-08-11,94,2017-08-04,1750350,do re mi (feat. Gucci Mane)
Tee Grizzley,2017-08-11,95,2017-08-04,1738240,First Day Out
The Weeknd,2017-08-11,96,2017-08-04,1736849,Starboy
Maluma,2017-08-11,97,2017-08-04,1723308,Felices los 4
Maggie Lindemann,2017-08-11,98,2017-08-04,1710148,Pretty Girl - Cheat Codes X CADE Remix
Young Thug,2017-08-11,99,2017-08-04,1699566,pick up the phone
Post Malone,2017-08-11,100,2017-08-04,1654576,White Iverson
Post Malone,2017-08-11,101,2017-08-04,1653602,Go Flex
Young Thug,2017-08-11,102,2017-08-04,1648658,Relationship (feat. Future)
Dustin Lynch,2017-08-11,103,2017-08-04,1635225,Small Town Boy
Chance The Rapper,2017-08-11,104,2017-08-04,1622074,No Problem (feat. Lil Wayne & 2 Chainz)
Russ,2017-08-11,105,2017-08-04,1615055,Losin Control
Thomas Rhett,2017-08-11,106,2017-08-04,1612798,Craving You
Miley Cyrus,2017-08-11,107,2017-08-04,1608806,Malibu
"Tyler, The Creator",2017-08-11,108,2017-08-04,1607834,Who Dat Boy
Travis Scott,2017-08-11,109,2017-08-04,1603876,beibs in the trap
Luke Combs,2017-08-11,110,2017-08-04,1589260,Hurricane
Ayo & Teo,2017-08-11,111,2017-08-04,1585699,Rolex
YFN Lucci,2017-08-11,112,2017-08-04,1584311,Everyday We Lit (feat. PnB Rock)
Cash Cash,2017-08-11,113,2017-08-04,1573710,All My Love (feat. Conor Maynard)
SZA,2017-08-11,114,2017-08-04,1567347,The Weekend
Lil Uzi Vert,2017-08-11,115,2017-08-04,1565372,Money Longer
Thomas Rhett,2017-08-11,116,2017-08-04,1561984,Unforgettable
6LACK,2017-08-11,117,2017-08-04,1531999,PRBLMS
Drake,2017-08-11,118,2017-08-04,1518761,One Dance
21 Savage,2017-08-11,119,2017-08-04,1517462,X (feat. Future)
ZAYN,2017-08-11,120,2017-08-04,1495778,"I Don?�t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
J. Cole,2017-08-11,121,2017-08-04,1494560,No Role Modelz
Drake,2017-08-11,122,2017-08-04,1481280,Gyalchester
Post Malone,2017-08-11,123,2017-08-04,1480388,Candy Paint
Wisin,2017-08-11,124,2017-08-04,1478140,Escápate Conmigo
Sabrina Carpenter,2017-08-11,125,2017-08-04,1444373,Why
J. Cole,2017-08-11,126,2017-08-04,1436344,Neighbors
Russ,2017-08-11,127,2017-08-04,1426619,What They Want
LANY,2017-08-11,128,2017-08-04,1419947,Super Far
Zedd,2017-08-11,129,2017-08-04,1413790,Get Low (with Liam Payne)
Camila Cabello,2017-08-11,130,2017-08-04,1409692,Havana
A$AP Mob,2017-08-11,131,2017-08-04,1395909,RAF
"Tyler, The Creator",2017-08-11,132,2017-08-04,1388883,See You Again
Jon Pardi,2017-08-11,133,2017-08-04,1387122,Heartache On The Dance Floor
Brett Young,2017-08-11,134,2017-08-04,1377266,In Case You Didn't Know
Smokepurpp,2017-08-11,135,2017-08-04,1372639,Audi.
NAV,2017-08-11,136,2017-08-04,1371052,Myself
Lil Uzi Vert,2017-08-11,137,2017-08-04,1357943,You Was Right
Gucci Mane,2017-08-11,138,2017-08-04,1352117,Tone it Down (feat. Chris Brown)
Khalid,2017-08-11,139,2017-08-04,1349173,Saved
The Weeknd,2017-08-11,140,2017-08-04,1347704,I Feel It Coming
"Tyler, The Creator",2017-08-11,141,2017-08-04,1345554,911 / Mr. Lonely
Ed Sheeran,2017-08-11,142,2017-08-04,1316695,Castle on the Hill
Moon Taxi,2017-08-11,143,2017-08-04,1314286,Two High
Bruno Mars,2017-08-11,144,2017-08-04,1313756,24K Magic
The Weeknd,2017-08-11,145,2017-08-04,1311828,Reminder
The Chainsmokers,2017-08-11,146,2017-08-04,1300989,Paris
Hailee Steinfeld,2017-08-11,147,2017-08-04,1300377,Starving
Macklemore,2017-08-11,148,2017-08-04,1299995,Marmalade (feat. Lil Yachty)
Rae Sremmurd,2017-08-11,149,2017-08-04,1278804,Black Beatles
Future,2017-08-11,150,2017-08-04,1278617,Low Life
PnB Rock,2017-08-11,151,2017-08-04,1267572,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)"
Khalid,2017-08-11,152,2017-08-04,1266128,8TEEN
Harry Styles,2017-08-11,153,2017-08-04,1262290,Sign of the Times
Lord Huron,2017-08-11,154,2017-08-04,1259034,The Night We Met
The Chainsmokers,2017-08-11,155,2017-08-04,1242420,Don't Let Me Down
Bryson Tiller,2017-08-11,156,2017-08-04,1234256,Exchange
NAV,2017-08-11,157,2017-08-04,1233231,A$AP Ferg
Tee Grizzley,2017-08-11,158,2017-08-04,1231589,From The D To The A (feat. Lil Yachty)
Bryson Tiller,2017-08-11,159,2017-08-04,1216021,Don't
GoldLink,2017-08-11,160,2017-08-04,1213437,Crew
Clean Bandit,2017-08-11,161,2017-08-04,1211328,Symphony (feat. Zara Larsson)
Billy Currington,2017-08-11,162,2017-08-04,1210560,Do I Make You Wanna
NAV,2017-08-11,163,2017-08-04,1205930,Some Way
21 Savage,2017-08-11,164,2017-08-04,1196532,No Heart
Old Dominion,2017-08-11,165,2017-08-04,1190931,No Such Thing as a Broken Heart
Eminem,2017-08-11,166,2017-08-04,1187714,'Till I Collapse
Bryson Tiller,2017-08-11,167,2017-08-04,1182809,Run Me Dry
Kesha,2017-08-11,168,2017-08-04,1155100,Hymn
Big Sean,2017-08-11,169,2017-08-04,1152746,Moves
Linkin Park,2017-08-11,170,2017-08-04,1151854,Heavy (feat. Kiiara)
Ugly God,2017-08-11,171,2017-08-04,1142431,Stop Smoking Black & Milds
NAV,2017-08-11,172,2017-08-04,1140423,Up
Kodak Black,2017-08-11,173,2017-08-04,1138467,No Flockin
AJR,2017-08-11,174,2017-08-04,1137789,Weak
Rob $tone,2017-08-11,175,2017-08-04,1134368,Chill Bill
Danny Ocean,2017-08-11,176,2017-08-04,1130012,Me Rehúso
PnB Rock,2017-08-11,177,2017-08-04,1129428,Selfish
Logic,2017-08-11,178,2017-08-04,1129388,Everybody
Brett Eldredge,2017-08-11,179,2017-08-04,1127929,Somethin' I'm Good At
NexXthursday,2017-08-11,180,2017-08-04,1126527,Sway (feat. Quavo & Lil Yachty)
Rihanna,2017-08-11,181,2017-08-04,1125974,Love On The Brain
Nebu Kiniza,2017-08-11,182,2017-08-04,1114919,Gassed Up
Future,2017-08-11,183,2017-08-04,1113217,You Da Baddest
